,Unnamed: 0,0,1,2,Venue,Opened,Info,Also known as,Closed,Open,address_freq,inconsistent,venue_freq,address_prompt,location,point,latitude,longitude,altitude,address_prompt2,location2,point2,latitude2,longitude2,altitude2,is_problem,Lat,Long,Side of River
250,250,100 St Kilda Rd,Southbank VIC 3004,Australia,"Melbourne Concert Hall, Melbourne, Australia",2004,"Previously named Melbourne Concert Hall, renamed in honour of Sir Rupert Hamer shortly after his death in 2004",Hammer Hall,,,3,TRUE,107,100 St Kilda Rd Southbank VIC 3004 Australia,"Hamer Hall, 100, St Kilda Road, Southbank, Melbourne, City of Melbourne, Victoria, 3004, Australia","(-37.8201575, 144.9679835243618, 0.0)",-37.8201575,144.9679835,0,"Melbourne Concert Hall, Melbourne, Australia","Hamer Hall, 100, St Kilda Road, Southbank, Melbourne, City of Melbourne, Victoria, 3004, Australia","(-37.8201575, 144.9679835243618, 0.0)",-37.8201575,144.9679835,0,Same match for venue and address.,,,
131,131,100 St Kilda Rd,Southbank VIC 3004,Australia,"The Arts Centre, Melbourne, Australia",2004,"Previously named Melbourne Concert Hall, renamed in honour of Sir Rupert Hamer shortly after his death in 2004",Hammer Hall,,,3,TRUE,65,100 St Kilda Rd Southbank VIC 3004 Australia,"Hamer Hall, 100, St Kilda Road, Southbank, Melbourne, City of Melbourne, Victoria, 3004, Australia","(-37.8201575, 144.9679835243618, 0.0)",-37.8201575,144.9679835,0,"The Arts Centre, Melbourne, Australia","Curve Bar, 100, St Kilda Road, Southbank, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.821852, 144.968341, 0.0)",-37.821852,144.968341,0,Address match and venue match found but they conflict. Choose the most accurate.,,,
215,215,,,,"Roxanne Parlour, Melbourne, Australia",,,,,,,,29,"Roxanne Parlour, Melbourne, Australia","Roxanne Parlour, Coverlid Place, Chinatown, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.81213, 144.968554, 0.0)",-37.81213,144.968554,0,"Roxanne Parlour, Melbourne, Australia","Roxanne Parlour, Coverlid Place, Chinatown, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.81213, 144.968554, 0.0)",-37.81213,144.968554,0,Same match for venue and address.,,,
136,136,,,,"National Gallery of Victoria, Melbourne, Australia",,,NGV,,,,,38,"National Gallery of Victoria, Melbourne, Australia","National Gallery of Victoria (NGV International), 180, St Kilda Road, Southbank, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.82266345, 144.96892412239615, 0.0)",-37.82266345,144.9689241,0,"National Gallery of Victoria, Melbourne, Australia","National Gallery of Victoria (NGV International), 180, St Kilda Road, Southbank, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.82266345, 144.96892412239615, 0.0)",-37.82266345,144.9689241,0,Same match for venue and address.,,,
150,150,,,,"ACMI, Melbourne, Australia",,,,,,,,10,"ACMI, Melbourne, Australia","Australian Centre for the Moving Image (ACMI), Flinders Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.81744845, 144.96906260859384, 0.0)",-37.81744845,144.9690626,0,"ACMI, Melbourne, Australia","Australian Centre for the Moving Image (ACMI), Flinders Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.81744845, 144.96906260859384, 0.0)",-37.81744845,144.9690626,0,Same match for venue and address.,,,
151,151,,,,"Federation Square, Melbourne, Australia",,,,,,,,59,"Federation Square, Melbourne, Australia","Federation Square, Swanston Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8177759, 144.96918168147448, 0.0)",-37.8177759,144.9691817,0,"Federation Square, Melbourne, Australia","Federation Square, Swanston Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8177759, 144.96918168147448, 0.0)",-37.8177759,144.9691817,0,Same match for venue and address.,,,
7,7,154 Flinders St,Melbourne VIC 3000,Australia,"Forum Theatre, Melbourne, Australia",1929,,,,,3,TRUE,1008,154 Flinders St Melbourne VIC 3000 Australia,"The Forum, 154, Flinders Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.816565, 144.96947, 0.0)",-37.816565,144.96947,0,"Forum Theatre, Melbourne, Australia","Forum Theatre, Russell Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.81643995, 144.96937847488397, 0.0)",-37.81643995,144.9693785,0,Address match and venue match found but they conflict. Choose the most accurate.,,,
163,163,18 Market Ln,Melbourne VIC 3000,Australia,"Ding Dong Lounge, Melbourne, Australia",,,,13-Jan-18,,1,,213,18 Market Ln Melbourne VIC 3000 Australia,"Ding Dong Lounge, 18, Market Lane, Chinatown, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8117442, 144.9694036, 0.0)",-37.8117442,144.9694036,0,"Ding Dong Lounge, Melbourne, Australia","Ding Dong Lounge, 18, Market Lane, Chinatown, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8117442, 144.9694036, 0.0)",-37.8117442,144.9694036,0,Same match for venue and address.,,,
173,173,219 Exhibition Street,Melbourne VIC 3000,Australia,"Her Majesty's Theatre, Melbourne, Australia",1886,,,,,1,,13,219 Exhibition Street Melbourne VIC 3000 Australia,"Her Majesty's Theatre, 219, Exhibition Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.810932050000005, 144.96962160199388, 0.0)",-37.81093205,144.9696216,0,"Her Majesty's Theatre, Melbourne, Australia","Her Majesty's Theatre, 219, Exhibition Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.810932050000005, 144.96962160199388, 0.0)",-37.81093205,144.9696216,0,Same match for venue and address.,,,
85,85,,,,"Comedy Theatre, Melbourne, Australia",,,,,,,,27,"Comedy Theatre, Melbourne, Australia","Comedy Theatre, Exhibition Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8102557, 144.97019507730548, 0.0)",-37.8102557,144.9701951,0,"Comedy Theatre, Melbourne, Australia","Comedy Theatre, Exhibition Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8102557, 144.97019507730548, 0.0)",-37.8102557,144.9701951,0,Same match for venue and address.,,,
54,54,,,,"Cherry Bar, Melbourne, Australia",,,,,,,,143,"Cherry Bar, Melbourne, Australia","Cherry Bar, 68, Little Collins Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8128595, 144.9713425, 0.0)",-37.8128595,144.9713425,0,"Cherry Bar, Melbourne, Australia","Cherry Bar, 68, Little Collins Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8128595, 144.9713425, 0.0)",-37.8128595,144.9713425,0,Same match for venue and address.,,,
213,213,165 Rae St,Fitzroy North VIC 3068,Australia,"Pony, Melbourne, Australia",,,,,,2,FALSE,59,165 Rae St Fitzroy North VIC 3068 Australia,"Rae Street, Fitzroy North, Melbourne, City of Yarra, Victoria, 3068, Australia","(-37.7818445, 144.9804241, 0.0)",-37.7818445,144.9804241,0,"Pony, Melbourne, Australia","68 Little Collins St, Melbourne VIC 3000, Australia","(-37.8128411, 144.9713439, 0.0)",-37.8128411,144.9713439,0,Address match and venue match found but they conflict. Choose the most accurate.,,,North
95,95,9 Nicholson Street,Carlton VIC 3053,Australia,"Royal Exhibition Building, Melbourne, Australia",1880,Located in the Carlton Gardens.,"Royal Exhibition Building, Carlton Gardens, ",,,1,,24,9 Nicholson Street Carlton VIC 3053 Australia,"Royal Exhibition Building, 9, Nicholson Street, Melbourne Innovation District, Carlton, Melbourne, City of Melbourne, Victoria, 3065, Australia","(-37.8046748, 144.9714691146325, 0.0)",-37.8046748,144.9714691,0,"Royal Exhibition Building, Melbourne, Australia","Royal Exhibition Building, 9, Nicholson Street, Melbourne Innovation District, Carlton, Melbourne, City of Melbourne, Victoria, 3065, Australia","(-37.8046748, 144.9714691146325, 0.0)",-37.8046748,144.9714691,0,Same match for venue and address.,,,North
18,18,Beaconsfield Parade,St Kilda West VIC 3182,Australia,"Catani Gardens, Melbourne, Australia",,,,,,1,,13,Beaconsfield Parade St Kilda West VIC 3182 Australia,"Beaconsfield Parade, St Kilda West, Melbourne, City of Port Phillip, Victoria, 3182, Australia","(-37.8614433, 144.9731009, 0.0)",-37.8614433,144.9731009,0,"Catani Gardens, Melbourne, Australia","Catani Gardens, St Kilda West, Melbourne, City of Port Phillip, Victoria, 3182, Australia","(-37.8615861, 144.97176276625783, 0.0)",-37.8615861,144.9717628,0,Address match and venue match found but they conflict. Choose the most accurate.,,,South
189,189,20-30 Bourke Street,Melbourne VIC 3000,Australia,"Palace Theatre, Melbourne, Australia",,"Previously known as Metro Nightclub.  Not to be confused with the ""Palace Entertainment Complex"" in St Kilda.",,,4 December 2007 - 31 May 2014,2,TRUE,304,20-30 Bourke Street Melbourne VIC 3000 Australia,"Palace Theatre, 20-30, Bourke Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.811183, 144.972166, 0.0)",-37.811183,144.972166,0,"Palace Theatre, Melbourne, Australia","Palace Theatre, 20-30, Bourke Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.811183, 144.972166, 0.0)",-37.811183,144.972166,0,Same match for venue and address.,,,
273,273,51 Brunswick St,Fitzroy VIC 3065,Australia,"The Club, Melbourne, Australia",,,Fitzroy Workers Club,,,3,TRUE,94,51 Brunswick St Fitzroy VIC 3065 Australia,"The Workers Club, 51-55, Brunswick Street, Fitzroy, Melbourne, City of Yarra, Victoria, 3065, Australia","(-37.8055763, 144.97694473860173, 0.0)",-37.8055763,144.9769447,0,"The Club, Melbourne, Australia","The Melbourne Club, 36 Collins Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8135995, 144.9721847, 0.0)",-37.8135995,144.9721847,0,Address match and venue match found but they conflict. Choose the most accurate.,,,North
188,188,163 Spring Street,Melbourne VIC 3000,Australia,"Princess Theatre, Melbourne, Australia",1857,,,,,1,,26,163 Spring Street Melbourne VIC 3000 Australia,"Princess Theatre, 163, Spring Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.81069115, 144.9723167341643, 0.0)",-37.81069115,144.9723167,0,"Princess Theatre, Melbourne, Australia","Princess Theatre, 163, Spring Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.81069115, 144.9723167341643, 0.0)",-37.81069115,144.9723167,0,Same match for venue and address.,,,
122,122,,,,"Alexandra Gardens, Melbourne, Australia",,,,,,,,19,"Alexandra Gardens, Melbourne, Australia","Alexandra Gardens, Melbourne, City of Melbourne, Victoria, 3004, Australia","(-37.82113635, 144.97342992468816, 0.0)",-37.82113635,144.9734299,0,"Alexandra Gardens, Melbourne, Australia","Alexandra Gardens, Melbourne, City of Melbourne, Victoria, 3004, Australia","(-37.82113635, 144.97342992468816, 0.0)",-37.82113635,144.9734299,0,Same match for venue and address.,,,
98,98,Birrarung Marr,Melbourne VIC 3004,Australia,"Birrarung Marr, Melbourne, Australia",2002,,Birarrung Marr,,,2,TRUE,64,Birrarung Marr Melbourne VIC 3004 Australia,"Birrarung Marr, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.819057900000004, 144.9743266242395, 0.0)",-37.8190579,144.9743266,0,"Birrarung Marr, Melbourne, Australia","Birrarung Marr, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.819057900000004, 144.9743266242395, 0.0)",-37.8190579,144.9743266,0,Same match for venue and address.,,,
28,28,"Kings Domain Gardens, Linlithgow Avenue",Melbourne VIC 3000,Australia,"Sidney Myer Music Bowl, Melbourne, Australia",12-Feb-59,,,,,1,,277,"Kings Domain Gardens, Linlithgow Avenue Melbourne VIC 3000 Australia",,,,,,"Sidney Myer Music Bowl, Melbourne, Australia","Sidney Myer Music Bowl, Alexandra Avenue, Melbourne, City of Melbourne, Victoria, 3004, Australia","(-37.823360699999995, 144.97466943295854, 0.0)",-37.8233607,144.9746694,0,Address match and venue match found but they conflict. Choose the most accurate.,,,
26,26,Lower Esplanade,St Kilda VIC 3182,Australia,"Palais Theatre, Melbourne, Australia",12-Nov-27,"Not to be confused with the nearby ""Palace Entertainment Complex"" which opened in 1972 and closed in 2007 or the Palais de Danse located next door.",Theater Saint Kilda St Kilda,,,3,TRUE,996,Lower Esplanade St Kilda VIC 3182 Australia,"Lower Esplanade, St Kilda, Melbourne, City of Port Phillip, Victoria, 3182, Australia","(-37.8671702, 144.9763702, 0.0)",-37.8671702,144.9763702,0,"Palais Theatre, Melbourne, Australia","Palais Theatre, Cavell Street, St Kilda, Melbourne, City of Port Phillip, Victoria, 3182, Australia","(-37.8675559, 144.976061, 0.0)",-37.8675559,144.976061,0,Address match and venue match found but they conflict. Choose the most accurate.,,,South
243,243,,,,"Luna Park, Melbourne, Australia",,,,,,,,11,"Luna Park, Melbourne, Australia","Luna Park, 18, Lower Esplanade, St Kilda, Melbourne, City of Port Phillip, Victoria, 3182, Australia","(-37.8680243, 144.97690937106, 0.0)",-37.8680243,144.9769094,0,"Luna Park, Melbourne, Australia","Luna Park, 18, Lower Esplanade, St Kilda, Melbourne, City of Port Phillip, Victoria, 3182, Australia","(-37.8680243, 144.97690937106, 0.0)",-37.8680243,144.9769094,0,Same match for venue and address.,,,South
35,35,51 Brunswick St,Fitzroy VIC 3065,Australia,"The Workers Club, Melbourne, Australia",,,Fitzroy Workers Club,,,3,TRUE,205,51 Brunswick St Fitzroy VIC 3065 Australia,"The Workers Club, 51-55, Brunswick Street, Fitzroy, Melbourne, City of Yarra, Victoria, 3065, Australia","(-37.8055763, 144.97694473860173, 0.0)",-37.8055763,144.9769447,0,"The Workers Club, Melbourne, Australia","The Workers Club, 51-55, Brunswick Street, Fitzroy, Melbourne, City of Yarra, Victoria, 3065, Australia","(-37.8055763, 144.97694473860173, 0.0)",-37.8055763,144.9769447,0,Same match for venue and address.,,,North
30,30,74-76 Johnston Street,Fitzroy VIC 3065,Australia,"The Old Bar, Melbourne, Australia",,,,,,2,TRUE,171,74-76 Johnston Street Fitzroy VIC 3065 Australia,"The Old Bar, 74-76, Johnston Street, Fitzroy, Melbourne, City of Yarra, Victoria, 3065, Australia","(-37.79833, 144.97711, 0.0)",-37.79833,144.97711,0,"The Old Bar, Melbourne, Australia","The Old Bar, 74-76, Johnston Street, Fitzroy, Melbourne, City of Yarra, Victoria, 3065, Australia","(-37.79833, 144.97711, 0.0)",-37.79833,144.97711,0,Same match for venue and address.,,,North
1,1,Olympic Blvd,Melbourne VIC 3001,Australia,"Margaret Court Arena, Melbourne, Australia",12-Jan-03,Previously known as Show Court One,,,,3,TRUE,119,Olympic Blvd Melbourne VIC 3001 Australia,"Olympic Boulevard, Melbourne, City of Melbourne, Victoria, 3004, Australia","(-37.8230652, 144.9762123, 0.0)",-37.8230652,144.9762123,0,"Margaret Court Arena, Melbourne, Australia","Margaret Court Arena, Garden Square, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8211358, 144.9776330961672, 0.0)",-37.8211358,144.9776331,0,Address match and venue match found but they conflict. Choose the most accurate.,,,
203,203,67-71 Johnston St,Collingwood VIC 3066,Australia,"The Empress Hotel, Melbourne, Australia",1980,Closed between 17 January 2010 and June 2010,,,,3,TRUE,113,67-71 Johnston St Collingwood VIC 3066 Australia,"Johnston Street, Collingwood, Melbourne, City of Yarra, Victoria, 3066, Australia","(-37.7991571, 144.9862261, 0.0)",-37.7991571,144.9862261,0,"The Empress Hotel, Melbourne, Australia","The Empress Hotel, 714, Nicholson Street, Fitzroy North, Melbourne, City of Yarra, Victoria, 3068, Australia","(-37.7828052, 144.9778334, 0.0)",-37.7828052,144.9778334,0,Address match and venue match found but they conflict. Choose the most accurate.,,,North
4,4,317 Brunswick St,Fitzroy VIC 3065,Australia,"Bar Open, Melbourne, Australia",,,Make It Up Club,,,1,,60,317 Brunswick St Fitzroy VIC 3065 Australia,"Bar Open, 317, Brunswick Street, Fitzroy, Melbourne, City of Yarra, Victoria, 3065, Australia","(-37.79773, 144.978425, 0.0)",-37.79773,144.978425,0,"Bar Open, Melbourne, Australia","Bar Open, 317, Brunswick Street, Fitzroy, Melbourne, City of Yarra, Victoria, 3065, Australia","(-37.79773, 144.978425, 0.0)",-37.79773,144.978425,0,Same match for venue and address.,,,North
40,40,351 Brunswick St,Fitzroy VIC 3065,Australia,"Evelyn Hotel, Melbourne, Australia",,,,,,1,,441,351 Brunswick St Fitzroy VIC 3065 Australia,"Brunswick Street, Fitzroy, Melbourne, City of Yarra, Victoria, 3065, Australia","(-37.8023274, 144.9777958, 0.0)",-37.8023274,144.9777958,0,"Evelyn Hotel, Melbourne, Australia","The Evelyn Hotel, Kerr Street, Fitzroy, Melbourne, City of Yarra, Victoria, 3065, Australia","(-37.796647, 144.97855, 0.0)",-37.796647,144.97855,0,Address match and venue match found but they conflict. Choose the most accurate.,,,North
13,13,Batman Avenue and Olympic Boulevard,Melbourne VIC 3000,Australia,"Rod Laver Arena, Melbourne, Australia",11-Jan-00,Located at Melbourne Park,Rod Laver Arena at Melbourne Park,,,3,TRUE,859,Batman Avenue and Olympic Boulevard Melbourne VIC 3000 Australia,,,,,,"Rod Laver Arena, Melbourne, Australia","Rod Laver Arena, Garden Square, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.821568799999994, 144.978587525521, 0.0)",-37.8215688,144.9785875,0,Address match and venue match found but they conflict. Choose the most accurate.,,,
44,44,165 Rae St,Fitzroy North VIC 3068,Australia,"Tramway Hotel, Melbourne, Australia",,,,,,2,FALSE,20,165 Rae St Fitzroy North VIC 3068 Australia,"Rae Street, Fitzroy North, Melbourne, City of Yarra, Victoria, 3068, Australia","(-37.7818445, 144.9804241, 0.0)",-37.7818445,144.9804241,0,"Tramway Hotel, Melbourne, Australia","Tramway Hotel, Church Street, Fitzroy North, Melbourne, City of Yarra, Victoria, 3054, Australia","(-37.7884866, 144.9790313, 0.0)",-37.7884866,144.9790313,0,Address match and venue match found but they conflict. Choose the most accurate.,,,North
176,176,Batman Avenue and Olympic Boulevard,Melbourne VIC 3000,Australia,"Melbourne Park, Melbourne, Australia",11-Jan-00,Located at Melbourne Park,Rod Laver Arena at Melbourne Park,,,3,TRUE,85,Batman Avenue and Olympic Boulevard Melbourne VIC 3000 Australia,,,,,,"Melbourne Park, Melbourne, Australia","Melbourne Park, Alexandra Avenue, Melbourne, City of Melbourne, Victoria, 3004, Australia","(-37.8213608, 144.97908836704875, 0.0)",-37.8213608,144.9790884,0,Address match and venue match found but they conflict. Choose the most accurate.,,,
91,91,57 Swan St,Richmond VIC 3121,Australia,"Rainbow Hotel, Melbourne, Australia",1871,,"Richmond, ",,,4,TRUE,13,57 Swan St Richmond VIC 3121 Australia,"Corner Hotel, 57, Swan Street, Richmond, Melbourne, City of Yarra, Victoria, 3121, Australia","(-37.82488935, 144.99266639479475, 0.0)",-37.82488935,144.9926664,0,"Rainbow Hotel, Melbourne, Australia","Rainbow Hotel, 27, St David Street, Fitzroy, Melbourne, City of Yarra, Victoria, 3065, Australia","(-37.80058375, 144.97939602156094, 0.0)",-37.80058375,144.979396,0,Address match and venue match found but they conflict. Choose the most accurate.,,,
0,0,137-141 Johnston St,Fitzroy VIC 3065,Australia,"The Night Cat, Melbourne, Australia",,,,,,2,TRUE,66,137-141 Johnston St Fitzroy VIC 3065 Australia,"Johnston Street, Fitzroy, Melbourne, City of Yarra, Victoria, 3065, Australia","(-37.7985773, 144.9807351, 0.0)",-37.7985773,144.9807351,0,"The Night Cat, Melbourne, Australia","The Night Cat, 141, Johnston Street, Fitzroy, Melbourne, City of Yarra, Victoria, 3065, Australia","(-37.7983052, 144.9794393, 0.0)",-37.7983052,144.9794393,0,Address match and venue match found but they conflict. Choose the most accurate.,,,North
251,251,,,,"Sports & Entertainment Centre, Melbourne, Australia",,,,,,,,212,"Sports & Entertainment Centre, Melbourne, Australia","AIA Centre, Main Yarra Trail Capital City Trail, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.824083200000004, 144.97979848400237, 0.0)",-37.8240832,144.9797985,0,"Sports & Entertainment Centre, Melbourne, Australia","AIA Centre, Main Yarra Trail Capital City Trail, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.824083200000004, 144.97979848400237, 0.0)",-37.8240832,144.9797985,0,Same match for venue and address.,,,
179,179,154 Flinders St,Melbourne VIC 3000,Australia,"National Theatre, Melbourne, Australia",1929,,,,,3,TRUE,50,154 Flinders St Melbourne VIC 3000 Australia,"The Forum, 154, Flinders Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.816565, 144.96947, 0.0)",-37.816565,144.96947,0,"National Theatre, Melbourne, Australia","National Theatre, Carlisle Street, St Kilda, Melbourne, City of Port Phillip, Victoria, 3182, Australia","(-37.8668729, 144.9809316, 0.0)",-37.8668729,144.9809316,0,Address match and venue match found but they conflict. Choose the most accurate.,,,
184,184,557 St Kilda Road ,Melbourne VIC 3004,Australia,"Ormond Hall, Melbourne, Australia",1891,,,,,1,,40,557 St Kilda Road  Melbourne VIC 3004 Australia,"St Kilda Road, Melbourne, City of Melbourne, Victoria, 3004, Australia","(-37.8382018, 144.9763542, 0.0)",-37.8382018,144.9763542,0,"Ormond Hall, Melbourne, Australia","Ormond Hall, Moubray Street, Melbourne, City of Melbourne, Victoria, 3004, Australia","(-37.84746465, 144.98149134438776, 0.0)",-37.84746465,144.9814913,0,Address match and venue match found but they conflict. Choose the most accurate.,,,
223,223,,,,"Builders Arms Hotel, Melbourne, Australia",,,,,,,,11,"Builders Arms Hotel, Melbourne, Australia","Builders Arms Hotel, 211, Gertrude Street, Fitzroy, Melbourne, City of Yarra, Victoria, 3065, Australia","(-37.8060713, 144.9816516, 0.0)",-37.8060713,144.9816516,0,"Builders Arms Hotel, Melbourne, Australia","Builders Arms Hotel, 211, Gertrude Street, Fitzroy, Melbourne, City of Yarra, Victoria, 3065, Australia","(-37.8060713, 144.9816516, 0.0)",-37.8060713,144.9816516,0,Same match for venue and address.,,,North
49,49,,,,"John Cain Arena, Melbourne, Australia",,,,,,,,10,"John Cain Arena, Melbourne, Australia","John Cain Arena, 2, Olympic Boulevard, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8228183, 144.98189350465276, 0.0)",-37.8228183,144.9818935,0,"John Cain Arena, Melbourne, Australia","John Cain Arena, 2, Olympic Boulevard, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8228183, 144.98189350465276, 0.0)",-37.8228183,144.9818935,0,Same match for venue and address.,,,
144,144,,,,"Hisense Arena, Melbourne, Australia",1-Jul-08,Previously known as Vodafone Arena.,,,,,,48,"Hisense Arena, Melbourne, Australia","John Cain Arena, 2, Olympic Boulevard, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8228183, 144.98189350465276, 0.0)",-37.8228183,144.9818935,0,"Hisense Arena, Melbourne, Australia","John Cain Arena, 2, Olympic Boulevard, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8228183, 144.98189350465276, 0.0)",-37.8228183,144.9818935,0,Same match for venue and address.,,,
234,234,,,,"Vodafone Arena, Melbourne, Australia",,Later known as Hisense Arena.,Vodaphone Arena,,2000 - 30 June 2008,,,38,"Vodafone Arena, Melbourne, Australia","John Cain Arena, 2, Olympic Boulevard, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8228183, 144.98189350465276, 0.0)",-37.8228183,144.9818935,0,"Vodafone Arena, Melbourne, Australia","John Cain Arena, 2, Olympic Boulevard, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8228183, 144.98189350465276, 0.0)",-37.8228183,144.9818935,0,Same match for venue and address.,,,
66,66,99 Smith St,Fitzroy VIC 3065,Australia,"Yah Yah's, Melbourne, Australia",,,Yah Yahs Fitzroy,,,1,,54,99 Smith St Fitzroy VIC 3065 Australia,"Yah Yah's, 99-101, Smith Street, Fitzroy, Melbourne, City of Yarra, Victoria, 3065, Australia","(-37.8058662, 144.982925, 0.0)",-37.8058662,144.982925,0,"Yah Yah's, Melbourne, Australia","Yah Yah's, 99-101, Smith Street, Fitzroy, Melbourne, City of Yarra, Victoria, 3065, Australia","(-37.8058662, 144.982925, 0.0)",-37.8058662,144.982925,0,Same match for venue and address.,,,North
17,17,Brunton Ave,Richmond VIC 3002,Australia,"Melbourne Cricket Ground, Melbourne, Australia",1853,,MCG,,,1,,87,Brunton Ave Richmond VIC 3002 Australia,"Brunton Avenue, Richmond, Melbourne, City of Yarra, Victoria, 3000, Australia","(-37.823183, 144.9891255, 0.0)",-37.823183,144.9891255,0,"Melbourne Cricket Ground, Melbourne, Australia","Melbourne Cricket Ground, MCC Avenue, East Melbourne, Melbourne, City of Melbourne, Victoria, 3002, Australia","(-37.819908999999996, 144.98322500667754, 0.0)",-37.819909,144.983225,0,Address match and venue match found but they conflict. Choose the most accurate.,,,
75,75,Olympic Blvd,Melbourne VIC 3000,Australia,"AAMI Park, Melbourne, Australia",7-May-10,,Melbourne Rectangular Stadium,,,3,TRUE,22,Olympic Blvd Melbourne VIC 3000 Australia,"Olympic Boulevard, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.823258, 144.9775986, 0.0)",-37.823258,144.9775986,0,"AAMI Park, Melbourne, Australia","AAMI Park, Olympic Boulevard, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.82510465, 144.98374300707832, 0.0)",-37.82510465,144.983743,0,Address match and venue match found but they conflict. Choose the most accurate.,,,
225,225,,,,"Birmingham Hotel, Melbourne, Australia",,,,,,,,13,"Birmingham Hotel, Melbourne, Australia","Birmingham Hotel, 333, Smith Street, Fitzroy, Melbourne, City of Yarra, Victoria, 3066, Australia","(-37.7991054, 144.98399915850302, 0.0)",-37.7991054,144.9839992,0,"Birmingham Hotel, Melbourne, Australia","Birmingham Hotel, 333, Smith Street, Fitzroy, Melbourne, City of Yarra, Victoria, 3066, Australia","(-37.7991054, 144.98399915850302, 0.0)",-37.7991054,144.9839992,0,Same match for venue and address.,,,North
112,112,,,,"PBS Studios, Melbourne, Australia",1979,,"3PBS, ",,,,,31,"PBS Studios, Melbourne, Australia","PBS FM, Budd Street, Collingwood, Melbourne, City of Yarra, Victoria, 3066, Australia","(-37.7979829, 144.9866201, 0.0)",-37.7979829,144.9866201,0,"PBS Studios, Melbourne, Australia","PBS FM, Budd Street, Collingwood, Melbourne, City of Yarra, Victoria, 3066, Australia","(-37.7979829, 144.9866201, 0.0)",-37.7979829,144.9866201,0,Same match for venue and address.,,,North
23,23,67-71 Johnston St,Collingwood VIC 3066,Australia,"The Tote Hotel, Melbourne, Australia",1980,Closed between 17 January 2010 and June 2010,,,,3,TRUE,536,67-71 Johnston St Collingwood VIC 3066 Australia,"Johnston Street, Collingwood, Melbourne, City of Yarra, Victoria, 3066, Australia","(-37.7991571, 144.9862261, 0.0)",-37.7991571,144.9862261,0,"The Tote Hotel, Melbourne, Australia","The Tote Hotel, 71, Johnston Street, Collingwood, Melbourne, City of Yarra, Victoria, 3066, Australia","(-37.79950225, 144.9871251597662, 0.0)",-37.79950225,144.9871252,0,Address match and venue match found but they conflict. Choose the most accurate.,,,North
186,186,,,,"St Kilda Town Hall, Melbourne, Australia",,,,,,,,16,"St Kilda Town Hall, Melbourne, Australia","St Kilda Town Hall, Carlisle Street, St Kilda, Melbourne, City of Port Phillip, Victoria, 3183, Australia","(-37.86869, 144.9887130271544, 0.0)",-37.86869,144.988713,0,"St Kilda Town Hall, Melbourne, Australia","St Kilda Town Hall, Carlisle Street, St Kilda, Melbourne, City of Port Phillip, Victoria, 3183, Australia","(-37.86869, 144.9887130271544, 0.0)",-37.86869,144.988713,0,Same match for venue and address.,,,South
